task_category,industry_sector,implementation_cost_low,implementation_cost_high,roi_timeline_months,technology_maturity,wef_adoption_score,regulatory_friction,min_org_size,annual_labor_cost_threshold,source,source_url,as_of_year,adoption_current_pct,adoption_expected_pct,payback_months,region,country,evidence_note,source_page
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Europe 597.0 21% 36% 84% 90% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share ...,226
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Europe 597.0 21% 36% 84% 90% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share ...,226
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Europe 597.0 21% 36% 84% 90% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share ...,226
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Europe 597.0 21% 36% 84% 90% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share ...,226
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Europe 597.0 21% 36% 84% 90% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share ...,226
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Europe 597.0 21% 36% 84% 90% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change Share ...,226
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Europe 597.0 Upskilling and reskilling outlook 38 32 19 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,227
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Europe 597.0 Upskilling and reskilling outlook 38 32 19 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,227
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Europe 597.0 Upskilling and reskilling outlook 38 32 19 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,227
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Europe 597.0 Upskilling and reskilling outlook 38 32 19 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,227
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Europe 597.0 Upskilling and reskilling outlook 38 32 19 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,227
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Europe 597.0 Upskilling and reskilling outlook 38 32 19 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed Human-m...,227
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 23% 42% 89% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,228
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 23% 42% 89% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,228
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 23% 42% 89% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,228
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 23% 42% 89% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,228
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 23% 42% 89% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,228
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 23% 42% 89% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,228
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 Upskilling and reskilling outlook 41 27 22 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 curren...,229
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 Upskilling and reskilling outlook 41 27 22 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 curren...,229
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 Upskilling and reskilling outlook 41 27 22 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 curren...,229
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 Upskilling and reskilling outlook 41 27 22 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 curren...,229
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 Upskilling and reskilling outlook 41 27 22 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 curren...,229
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Latin America and the Caribbean 377.5 Upskilling and reskilling outlook 41 27 22 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 curren...,229
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 19% 46% 72% 85% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,230
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 19% 46% 72% 85% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,230
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 19% 46% 72% 85% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,230
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 19% 46% 72% 85% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,230
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 19% 46% 72% 85% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,230
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 19% 46% 72% 85% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills...,230
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 Upskilling and reskilling outlook 51 26 15 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current...,231
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 Upskilling and reskilling outlook 51 26 15 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current...,231
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 Upskilling and reskilling outlook 51 26 15 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current...,231
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 Upskilling and reskilling outlook 51 26 15 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current...,231
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 Upskilling and reskilling outlook 51 26 15 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current...,231
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Middle East and Northern Africa 197.7 Upskilling and reskilling outlook 51 26 15 9 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current...,231
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Northern America 255.5 21% 37% 96% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will cha...,232
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Northern America 255.5 21% 37% 96% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will cha...,232
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Northern America 255.5 21% 37% 96% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will cha...,232
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Northern America 255.5 21% 37% 96% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will cha...,232
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Northern America 255.5 21% 37% 96% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will cha...,232
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Northern America 255.5 21% 37% 96% 94% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will cha...,232
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Northern America 255.5 Upskilling and reskilling outlook 33 32 24 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeploy...,233
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Northern America 255.5 Upskilling and reskilling outlook 33 32 24 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeploy...,233
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Northern America 255.5 Upskilling and reskilling outlook 33 32 24 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeploy...,233
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Northern America 255.5 Upskilling and reskilling outlook 33 32 24 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeploy...,233
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Northern America 255.5 Upskilling and reskilling outlook 33 32 24 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeploy...,233
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Northern America 255.5 Upskilling and reskilling outlook 33 32 24 10 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeploy...,233
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) South-eastern Asia 400.5 20% 43% 86% 96% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,234
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) South-eastern Asia 400.5 20% 43% 86% 96% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,234
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) South-eastern Asia 400.5 20% 43% 86% 96% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,234
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) South-eastern Asia 400.5 20% 43% 86% 96% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,234
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) South-eastern Asia 400.5 20% 43% 86% 96% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,234
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) South-eastern Asia 400.5 20% 43% 86% 96% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will c...,234
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) South-eastern Asia 400.5 Upskilling and reskilling outlook 38 26 25 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redepl...,235
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) South-eastern Asia 400.5 Upskilling and reskilling outlook 38 26 25 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redepl...,235
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) South-eastern Asia 400.5 Upskilling and reskilling outlook 38 26 25 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redepl...,235
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) South-eastern Asia 400.5 Upskilling and reskilling outlook 38 26 25 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redepl...,235
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) South-eastern Asia 400.5 Upskilling and reskilling outlook 38 26 25 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redepl...,235
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) South-eastern Asia 400.5 Upskilling and reskilling outlook 38 26 25 11 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redepl...,235
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Southern Asia 873.8 28% 52% 86% 92% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change...,236
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Southern Asia 873.8 28% 52% 86% 92% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change...,236
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Southern Asia 873.8 28% 52% 86% 92% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change...,236
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Southern Asia 873.8 28% 52% 86% 92% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change...,236
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Southern Asia 873.8 28% 52% 86% 92% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change...,236
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 1 / 2 Working Age Population (Millions) Southern Asia 873.8 28% 52% 86% 92% Global 22% Global 39% Global 83% Global 88% Labour-market churn Skill disruption Organizations with DEI priorities AI exposure Five-year structural labour-force churn Shares of core skills which will change...,236
,Manufacturing,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Southern Asia 873.8 Upskilling and reskilling outlook 44 24 20 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed ...,237
,Healthcare,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Southern Asia 873.8 Upskilling and reskilling outlook 44 24 20 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed ...,237
,Finance,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Southern Asia 873.8 Upskilling and reskilling outlook 44 24 20 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed ...,237
,Retail,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Southern Asia 873.8 Upskilling and reskilling outlook 44 24 20 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed ...,237
,Transportation & Logistics,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Southern Asia 873.8 Upskilling and reskilling outlook 44 24 20 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed ...,237
,Information Technology,,,,,,,,,WEF Future of Jobs 2025,/public/docs/WEF_Future_of_Jobs_Report_2025.pdf,2025,,,,Global,,Region Profile 2 / 2 Working Age Population (Millions) Southern Asia 873.8 Upskilling and reskilling outlook 44 24 20 12 Global 41 Global 29 Global 19 Global 11 Would not need training by Would be upskilled in their Would be upskilled and Would be unlikely to upskill 2030 current role redeployed ...,237
